"행정구역별","연령별","항목","단위","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"전국","50세","전체","","497430","496258","486082","451584","612904","549168","630926","736339","707648","780951","785248","857457","941303","929060","891073","799571","837923","854571","817907","861873","924835","921051","913912","935176","884382","882176",
"전국","50세","여자","","244966","244684","239813","223246","303954","273584","309729","369650","349424","383582","385522","426341","468369","460223","433051","388475","410640","423766","389702","434830","460072","456504","449396","458487","431965","440051",
"전국","50세","남자","","252464","251574","246269","228338","308950","275584","321197","366689","358224","397369","399726","431116","472934","468837","458022","411096","427283","430805","428205","427043","464763","464547","464516","476689","452417","442125",
"전국","51세","전체","","506181","494789","493758","483552","449401","609273","546405","628720","734055","706290","779847","783905","870180","938247","925969","888563","797573","836443","853001","815855","860005","922768","919030","909777","930911","882277",
"전국","51세","여자","","252583","244273","244071","239150","222784","302768","272740","309199","369161","349321","383553","385460","432390","467521","459351","432423","388043","410504","423537","389195","434343","459534","455941","447561","456725","431346",
"전국","51세","남자","","253598","250516","249687","244402","226617","306505","273665","319521","364894","356969","396294","398445","437790","470726","466618","456140","409530","425939","429464","426660","425662","463234","463089","462216","474186","450931",
"전국","52세","전체","","406745","503104","492299","491074","481079","446640","606382","544536","626633","732392","705243","778398","795523","867111","934977","923103","885997","796081","834857","850770","813809","857909","920605","914615","905532","928584",
"전국","52세","여자","","201449","251728","243638","243433","238549","221908","301937","272289","308742","368925","349168","383502","391065","431564","466588","458609","431814","387932","410326","422983","388703","433762","458958","453936","445884","455995",
"전국","52세","남자","","205296","251376","248661","247641","242530","224732","304445","272247","317891","363467","356075","394896","404458","435547","468389","464494","454183","408149","424531","427787","425106","424147","461647","460679","459648","472589",
"전국","53세","전체","","366949","404234","500519","489774","488393","477863","444329","603880","542483","625071","731191","703636","789719","792643","863920","931945","920265","884105","794455","832633","848593","811612","855730","915978","910099","903162",
"전국","53세","여자","","184099","200785","251131","242981","242792","237645","221320","301326","271823","308534","368862","349034","389019","390364","430687","465842","457874","431588","387787","409845","422448","388153","433169","456935","452199","445194",
"전국","53세","남자","","182850","203449","249388","246793","245601","240218","223009","302554","270660","316537","362329","354602","400700","402279","433233","466103","462391","452517","406668","422788","426145","423459","422561","459043","457900","457968",
"전국","54세","전체","","396763","364682","401679","497420","487064","485170","475174","442516","601501","540986","623661","729177","713503","786572","789529","860888","928833","917941","882172","792265","830351","846251","809451","851276","911148","907461",
"전국","54세","여자","","203225","183518","200140","250316","242378","241865","236898","221029","300799","271595","308379","368622","354193","388254","389523","429892","465055","457528","431329","387342","409326","421909","387582","431116","455106","451397",
"전국","54세","남자","","193538","181164","201539","247104","244686","243305","238276","221487","300702","269391","315282","360555","359310","398318","400006","430996","463778","460413","450843","404923","421025","424342","421869","420160","456042","456064",
"전국","55세","전체","","405230","393933","362463","399332","494392","483723","482290","473033","440611","599571","539506","621757","739241","710515","783222","786649","857783","926350","915541","879476","789814","828014","843823","804900","846623","908334",
